lin_x,lin_y,lin_x,ang_x,ang_y,ang_z
0.213053,0,0,0,0,-0.0000000272147
0.209375,0,0,0,0,-0.00146715
0.21506,0,0,0,0,-0.0198717
0.219895,0,0,0,0,-0.0513274
0.219897,0,0,0,0,-0.0623249
0.21902,0,0,0,0,-0.00918279
0.218598,0,0,0,0,0.0552737
0.214485,0,0,0,0,0.0868148
0.21501,0,0,0,0,0.0846834
0.219894,0,0,0,0,0.0425714
0.218737,0,0,0,0,0.0096483
0.212035,0,0,0,0,0.00169593
0.202965,0,0,0,0,0.0117208
0.209036,0,0,0,0,0.00984603
0.218284,0,0,0,0,0.0430147
0.21902,0,0,0,0,0.0761166
0.22,0,0,0,0,0.065846
0.217684,0,0,0,0,0.0658459
0.211895,0,0,0,0,0.0658459
0.209289,0,0,0,0,0.0578427
0.215079,0,0,0,0,0.0205304
0.217684,0,0,0,0,-0.0153637
0.211595,0,0,0,0,-0.0127836
0.208192,0,0,0,0,0.0438485
0.208491,0,0,0,0,0.100529
0.208214,0,0,0,0,0.0644598
0.213536,0,0,0,0,0.0188953
0.219533,0,0,0,0,0.0202814
0.214211,0,0,0,0,0.0219486
0.2135,0,0,0,0,0.0025372
0.219289,0,0,0,0,-0.0194114
0.22,0,0,0,0,-0.0219486
0.214211,0,0,0,0,-0.0219486
0.208421,0,0,0,0,-0.0219486
0.202632,0,0,0,0,-0.0219486
0.206839,0,0,0,0,-0.0382521
0.217436,0,0,0,0,-0.0166595
0.218884,0,0,0,0,0.0221355
0.219866,0,0,0,0,0.0224915
0.214211,0,0,0,0,0.0219486
0.209375,0,0,0,0,0.00950831
0.215164,0,0,0,0,-0.0124403
0.217684,0,0,0,0,-0.0219486
0.211895,0,0,0,0,-0.0219486
0.208421,0,0,0,0,-0.0219486
0.209896,0,0,0,0,-0.0277274
0.21558,0,0,0,0,-0.0568693
0.219895,0,0,0,0,-0.0949878
0.219697,0,0,0,0,-0.0992363
0.219115,0,0,0,0,-0.0379981
0.217761,0,0,0,0,0.023769
0.213423,0,0,0,0,0.0423186
0.21508,0,0,0,0,0.0205269
0.217684,0,0,0,0,-0.0153637
0.211895,0,0,0,0,-0.0219486
0.206105,0,0,0,0,-0.0219486
0.204504,0,0,0,0,-0.021826
0.212132,0,0,0,0,0.00429477
0.219523,0,0,0,0,0.0480694
0.219895,0,0,0,0,0.0491554
0.214762,0,0,0,0,0.046812
0.214287,0,0,0,0,0.0436255
0.219419,0,0,0,0,0.0240203
0.218688,0,0,0,0,0.060174
0.218688,0,0,0,0,0.12602
0.218769,0,0,0,0,0.104014
0.218758,0,0,0,0,0.0162599
0.214199,0,0,0,0,-0.0219088
0.211403,0,0,0,0,0.0109279
0.212217,0,0,0,0,0.073868
0.209129,0,0,0,0,0.0855116
0.213522,0,0,0,0,0.0465963
0.219418,0,0,0,0,0.0130506
0.214211,0,0,0,0,0.000000167277
0.209375,0,0,0,0,-0.00146717
0.215062,0,0,0,0,-0.00915999
0.219795,0,0,0,0,0.00632439
0.219305,0,0,0,0,0.0607444
0.219407,0,0,0,0,0.0796502
0.218842,0,0,0,0,0.065846
0.213053,0,0,0,0,0.0658459
0.209289,0,0,0,0,0.0578427
0.215079,0,0,0,0,0.0205303
0.22,0,0,0,0,-0.0153637
0.219408,0,0,0,0,-0.0044147
0.21884,0,0,0,0,0.0583593
0.21882,0,0,0,0,0.0865716
0.217345,0,0,0,0,0.00475404
0.217356,0,0,0,0,-0.0647117
0.21831,0,0,0,0,-0.0104084
0.218911,0,0,0,0,0.0572084
0.219895,0,0,0,0,0.0447657
0.219895,0,0,0,0,0.0118429
0.214053,0,0,0,0,0.0189412
0.210506,0,0,0,0,0.0828539
0.216129,0,0,0,0,0.129541
0.218042,0,0,0,0,0.0831375
0.217641,0,0,0,0,0.0691711
0.219169,0,0,0,0,0.0983809
0.217578,0,0,0,0,0.0796425
0.211895,0,0,0,0,0.0658459
0.210495,0,0,0,0,0.0406035
0.216285,0,0,0,0,-0.00329377
0.215368,0,0,0,0,-0.0219486
0.210085,0,0,0,0,-0.024014
0.214424,0,0,0,0,-0.0417614
0.219605,0,0,0,0,-0.0364163
0.219424,0,0,0,0,0.0181781
0.219526,0,0,0,0,0.0346523
0.218982,0,0,0,0,0.0104759
0.213745,0,0,0,0,0.0104412
0.214658,0,0,0,0,-0.00185339
0.21979,0,0,0,0,-0.0246172
0.219233,0,0,0,0,-0.0443193
0.213445,0,0,0,0,-0.0379954
0.21256,0,0,0,0,0.0197029
0.216924,0,0,0,0,0.0662877
0.212683,0,0,0,0,0.0937614
0.210737,0,0,0,0,0.109743
0.216526,0,0,0,0,0.109743
0.219893,0,0,0,0,0.0928117
0.219788,0,0,0,0,0.0541734
0.215263,0,0,0,0,0.0272076
0.2135,0,0,0,0,0.00692681
0.218131,0,0,0,0,-0.0150218
0.214211,0,0,0,0,-0.0219486
0.208928,0,0,0,0,-0.024014
0.214422,0,0,0,0,-0.0480901
0.219705,0,0,0,0,-0.0899219
0.219697,0,0,0,0,-0.0992362
0.219115,0,0,0,0,-0.0379982
0.219418,0,0,0,0,0.0173408
0.217684,0,0,0,0,0.0219486
0.215816,0,0,0,0,0.00692575
0.218131,0,0,0,0,-0.0150229
0.22,0,0,0,0,-0.0219486
0.215368,0,0,0,0,-0.0219486
0.209273,0,0,0,0,0.00526714
0.208192,0,0,0,0,0.0701867
0.213665,0,0,0,0,0.0808474
0.219377,0,0,0,0,0.0378765
0.22,0,0,0,0,0.0131694
0.215368,0,0,0,0,0.00219503
0.212438,0,0,0,0,-0.0200142
0.21707,0,0,0,0,-0.0529371
0.22,0,0,0,0,-0.0658459
0.215864,0,0,0,0,-0.0500554
0.209479,0,0,0,0,-0.0531426
0.211364,0,0,0,0,-0.10454
0.215433,0,0,0,0,-0.14535
0.211582,0,0,0,0,-0.142448
0.21236,0,0,0,0,-0.0820887
0.216147,0,0,0,0,-0.0274349
0.211588,0,0,0,0,-0.0304526
0.209858,0,0,0,0,-0.0696824
0.215849,0,0,0,0,-0.0903277
0.218028,0,0,0,0,-0.0878188
0.212043,0,0,0,0,-0.0707862
0.209219,0,0,0,0,0.00135666
0.209107,0,0,0,0,0.0388691
0.21369,0,0,0,0,0.0140368
0.219892,0,0,0,0,-0.0113588
0.218538,0,0,0,0,0.0193361
0.217629,0,0,0,0,0.099878
0.219091,0,0,0,0,0.124439
0.219893,0,0,0,0,0.0884222
0.219893,0,0,0,0,0.0664735
0.218737,0,0,0,0,0.0447657
0.212947,0,0,0,0,0.0228171
0.208121,0,0,0,0,0.0198254
0.209077,0,0,0,0,0.0663097
0.215167,0,0,0,0,0.134279
0.22,0,0,0,0,0.15364
0.219907,0,0,0,0,0.145193
0.2198,0,0,0,0,0.115093
0.217578,0,0,0,0,0.0796433
0.212048,0,0,0,0,0.0567529
0.213664,0,0,0,0,0.0235151
0.216822,0,0,0,0,0.0320269
0.211825,0,0,0,0,0.0791615
0.213956,0,0,0,0,0.122401
0.219536,0,0,0,0,0.148306
0.218451,0,0,0,0,0.0859956
0.213281,0,0,0,0,-0.0178602
0.207765,0,0,0,0,-0.0640541
0.202448,0,0,0,0,-0.0640495
0.208348,0,0,0,0,-0.0348627
0.218953,0,0,0,0,-0.00593086
0.22,0,0,0,0,-0.013169
0.217684,0,0,0,0,-0.0219486
0.211895,0,0,0,0,-0.0219486
0.211054,0,0,0,0,-0.0321172
0.216843,0,0,0,0,-0.0540658
0.216526,0,0,0,0,-0.0658459
0.210334,0,0,0,0,-0.0473408
0.20922,0,0,0,0,0.0145306
0.209623,0,0,0,0,0.0618713
0.211605,0,0,0,0,0.0446736
0.217394,0,0,0,0,0.00297131
0.22,0,0,0,0,-0.0197536
0.215368,0,0,0,0,-0.0219486
0.204947,0,0,0,0,-0.0219486
0.198,0,0,0,0,-0.0219486
0.198511,0,0,0,0,0.00237083
0.209267,0,0,0,0,0.047722
0.219177,0,0,0,0,0.0672998
0.214211,0,0,0,0,0.0658459
0.2082,0,0,0,0,0.036398
0.212215,0,0,0,0,-0.0231161
0.212436,0,0,0,0,-0.0595141
0.208318,0,0,0,0,-0.0447656
0.211299,0,0,0,0,0.0100565
0.217079,0,0,0,0,0.0336635
0.214757,0,0,0,0,0.0423372
0.213422,0,0,0,0,0.0357354
0.217395,0,0,0,0,-0.0058116
0.213053,0,0,0,0,-0.0219485
0.208421,0,0,0,0,-0.0219486
0.208121,0,0,0,0,-0.0127836
0.208809,0,0,0,0,0.0427633
0.209108,0,0,0,0,0.0994441
0.20811,0,0,0,0,0.0992329
0.205998,0,0,0,0,0.025875
0.200692,0,0,0,0,-0.072738
0.193542,0,0,0,0,-0.109123
0.195785,0,0,0,0,-0.10255
0.210735,0,0,0,0,-0.0726921
0.219792,0,0,0,0,-0.0478179
0.218075,0,0,0,0,-0.0487156
0.213866,0,0,0,0,-0.0426669
0.215583,0,0,0,0,-0.0417635
0.217077,0,0,0,0,-0.0468183
0.212314,0,0,0,0,-0.0382509
0.215134,0,0,0,0,-0.00546676
0.216526,0,0,0,0,0.0219485
0.214658,0,0,0,0,0.00692667
0.218131,0,0,0,0,-0.015022
0.219895,0,0,0,0,-0.0293827
0.217579,0,0,0,0,-0.0513313
0.211594,0,0,0,0,-0.0560114
0.211535,0,0,0,0,0.00136132
0.21531,0,0,0,0,0.0573727
0.213629,0,0,0,0,0.0591413
0.215945,0,0,0,0,0.0328032
0.22,0,0,0,0,0.00219523
0.217684,0,0,0,0,-0.0153639
0.21337,0,0,0,0,-0.0277275
0.215582,0,0,0,0,-0.0417615
0.219597,0,0,0,0,-0.0268197
0.21884,0,0,0,0,0.045186
0.219033,0,0,0,0,0.0893267
0.21642,0,0,0,0,0.0752522
0.212763,0,0,0,0,0.0512581
0.216237,0,0,0,0,0.0117507
0.22,0,0,0,0,-0.0175587
0.216526,0,0,0,0,-0.0219486
0.210217,0,0,0,0,-0.00453012
0.212232,0,0,0,0,0.0429414
0.214697,0,0,0,0,0.0841686
0.214376,0,0,0,0,0.0833511
0.218093,0,0,0,0,0.0361323
0.214223,0,0,0,0,0.00873391
0.209515,0,0,0,0,0.0068141
0.21506,0,0,0,0,-0.0154852
0.218737,0,0,0,0,-0.0469409
0.213053,0,0,0,0,-0.0658458
0.208421,0,0,0,0,-0.0658459
0.208316,0,0,0,0,-0.0730427
0.208201,0,0,0,0,-0.102095
0.204037,0,0,0,0,-0.122529
0.209497,0,0,0,0,-0.114835
0.219452,0,0,0,0,-0.0878321
0.219896,0,0,0,0,-0.0664735
0.22,0,0,0,0,-0.0658459
0.214211,0,0,0,0,-0.0658459
0.214105,0,0,0,0,-0.0730432
0.219894,0,0,0,0,-0.0949919
0.22,0,0,0,0,-0.109743
0.219697,0,0,0,0,-0.0992363
0.219115,0,0,0,0,-0.0379983
0.217102,0,0,0,0,0.0173408
0.214029,0,0,0,0,0.0182049
0.216345,0,0,0,0,0.000646173
0.216526,0,0,0,0,-0.0175587
0.210737,0,0,0,0,-0.0219486
0.204947,0,0,0,0,-0.0219486
0.205662,0,0,0,0,-0.0218262
0.214455,0,0,0,0,-0.00448772
0.21953,0,0,0,0,0.039287
0.219895,0,0,0,0,0.0491554
0.215922,0,0,0,0,0.0424157
0.210132,0,0,0,0,0.0424128
0.213392,0,0,0,0,0.00780024
0.219287,0,0,0,0,-0.0194036
0.214211,0,0,0,0,-0.0219486
0.208192,0,0,0,0,0.0175099
0.208085,0,0,0,0,0.0795916
0.212905,0,0,0,0,0.0627323
0.217643,0,0,0,0,0.00065066
0.212753,0,0,0,0,-0.0127835
0.210979,0,0,0,0,0.0426016
0.217068,0,0,0,0,0.0992825
0.217684,0,0,0,0,0.109743
0.213696,0,0,0,0,0.102799
0.215906,0,0,0,0,0.072941
0.219895,0,0,0,0,0.0315982
0.215368,0,0,0,0,0.00658478
0.204947,0,0,0,0,0.00000000395748
0.206668,0,0,0,0,-0.00665749
0.212458,0,0,0,0,-0.0176318
0.209917,0,0,0,0,0.016603
0.214548,0,0,0,0,0.0605004
0.22,0,0,0,0,0.0658461
0.214211,0,0,0,0,0.0658459
0.212763,0,0,0,0,0.038089
0.216237,0,0,0,0,-0.00580816
0.211895,0,0,0,0,-0.0219485
0.208121,0,0,0,0,-0.0127836
0.210979,0,0,0,0,0.0426014
0.214753,0,0,0,0,0.0992823
0.214854,0,0,0,0,0.0984095
0.217064,0,0,0,0,0.0641616
0.219895,0,0,0,0,0.0250136
0.216526,0,0,0,0,0.0043899
0.214007,0,0,0,0,-0.00585688
0.21748,0,0,0,0,-0.0168312
0.215368,0,0,0,0,-0.0219486
0.211402,0,0,0,0,0.00214815
0.215818,0,0,0,0,0.0230612
0.215848,0,0,0,0,0.0159784
0.215858,0,0,0,0,-0.00761442
0.219794,0,0,0,0,-0.0465769
0.219897,0,0,0,0,-0.0623248
0.21902,0,0,0,0,-0.00918274
0.217965,0,0,0,0,0.0531422
0.215945,0,0,0,0,0.0547506
0.217103,0,0,0,0,0.0328019
0.22,0,0,0,0,0.0131694
0.22,0,0,0,0,-0.00658426
0.215368,0,0,0,0,-0.0197536
0.21337,0,0,0,0,-0.0365069
0.218001,0,0,0,0,-0.0584555
0.22,0,0,0,0,-0.0658459
0.214211,0,0,0,0,-0.0658459
0.208421,0,0,0,0,-0.0658459
0.200316,0,0,0,0,-0.0658459
0.188737,0,0,0,0,-0.0658459
0.192298,0,0,0,0,-0.058175
0.209614,0,0,0,0,-0.0320236
0.219948,0,0,0,0,-0.0177458
0.216526,0,0,0,0,-0.0219486
0.214528,0,0,0,0,-0.036507
0.217898,0,0,0,0,-0.0417616
0.215921,0,0,0,0,-0.042422
0.2102,0,0,0,0,-0.0302529
0.212695,0,0,0,0,0.0277091
0.212729,0,0,0,0,0.0646919
0.208316,0,0,0,0,0.062324
0.212811,0,0,0,0,0.0230445
0.218601,0,0,0,0,-0.0247649
0.217579,0,0,0,0,-0.0513313
0.211594,0,0,0,0,-0.0560114
0.210505,0,0,0,0,-0.0112053
0.213517,0,0,0,0,-0.0108249
0.213801,0,0,0,0,-0.00466144
0.216878,0,0,0,0,0.0246314
0.22,0,0,0,0,0.00219522
0.217684,0,0,0,0,-0.0153639
0.21337,0,0,0,0,-0.0277275
0.215685,0,0,0,0,-0.0496761
0.22,0,0,0,0,-0.0658458
0.217684,0,0,0,0,-0.0658459
0.211491,0,0,0,0,-0.0473407
0.212693,0,0,0,0,0.0145307
0.218781,0,0,0,0,0.0495705
0.219895,0,0,0,0,0.0228171
0.22,0,0,0,0,-0.00438939
0.215368,0,0,0,0,-0.0175587
0.209579,0,0,0,0,-0.0219486
0.212212,0,0,0,0,-0.0365069
0.218001,0,0,0,0,-0.0584555
0.215368,0,0,0,0,-0.0658459
0.210378,0,0,0,0,-0.0249767
0.214396,0,0,0,0,0.0213684
0.213842,0,0,0,0,0.0430173
0.213993,0,0,0,0,0.0312466
0.219432,0,0,0,0,-0.0123657
0.21979,0,0,0,0,-0.0497466
0.219382,0,0,0,0,-0.107363
0.218329,0,0,0,0,-0.148454
0.212271,0,0,0,0,-0.150593
0.203063,0,0,0,0,-0.129102
0.208683,0,0,0,0,-0.128754
0.218735,0,0,0,0,-0.130277
0.219584,0,0,0,0,-0.0774835
0.219792,0,0,0,0,-0.043431
0.216917,0,0,0,0,-0.0443204
0.207758,0,0,0,0,-0.0324957
0.198639,0,0,0,0,-0.00452971
0.203833,0,0,0,0,0.0439891
0.215826,0,0,0,0,0.0581675
0.219895,0,0,0,0,0.0228181
0.215508,0,0,0,0,0.0104757
0.209185,0,0,0,0,0.044769
0.209744,0,0,0,0,0.0676582
0.215059,0,0,0,0,0.0565205
0.218991,0,0,0,0,0.080222
0.219893,0,0,0,0,0.0928116
0.219893,0,0,0,0,0.0708631
0.215368,0,0,0,0,0.0658459
0.212763,0,0,0,0,0.0446736
0.217394,0,0,0,0,0.00297131
0.214211,0,0,0,0,-0.0197536
0.208759,0,0,0,0,0.0166029
0.213193,0,0,0,0,0.0980533
0.21844,0,0,0,0,0.122091
0.219795,0,0,0,0,0.0845379
0.219698,0,0,0,0,0.073688
0.217472,0,0,0,0,0.11402
0.217663,0,0,0,0,0.13965
0.219795,0,0,0,0,0.130377
0.219801,0,0,0,0,0.106313
0.217208,0,0,0,0,0.0856115
0.211418,0,0,0,0,0.0856063
0.204841,0,0,0,0,0.0752485
0.206593,0,0,0,0,0.0768809
0.211224,0,0,0,0,0.0988295
0.21421,0,0,0,0,0.109743
0.218736,0,0,0,0,0.0928117
0.219788,0,0,0,0,0.0541734
0.21979,0,0,0,0,0.0107583
0.218916,0,0,0,0,0.0118306
0.21884,0,0,0,0,0.0715329
0.215188,0,0,0,0,0.109099
0.215262,0,0,0,0,0.105981
0.219788,0,0,0,0,0.0805117
0.219895,0,0,0,0,0.0403769
0.219897,0,0,0,0,0.0249928
0.217936,0,0,0,0,0.0752302
0.2136,0,0,0,0,0.172843
0.214649,0,0,0,0,0.194454
0.219087,0,0,0,0,0.172812
0.22,0,0,0,0,0.16681
0.218427,0,0,0,0,0.159768
0.214,0,0,0,0,0.187094
0.215573,0,0,0,0,0.207305
0.214211,0,0,0,0,0.201928
0.210263,0,0,0,0,0.150096
0.215916,0,0,0,0,0.0634278
0.219277,0,0,0,0,0.056895
0.219413,0,0,0,0,0.0996663
0.219376,0,0,0,0,0.133873
0.219376,0,0,0,0,0.155822
0.216526,0,0,0,0,0.15364
0.210644,0,0,0,0,0.145192
0.211802,0,0,0,0,0.123244
0.217684,0,0,0,0,0.109743
0.219689,0,0,0,0,0.0904558
0.219104,0,0,0,0,0.0628443
0.219306,0,0,0,0,0.0695538
0.218364,0,0,0,0,0.0811841
0.209209,0,0,0,0,0.0937618
0.204968,0,0,0,0,0.100631
0.210758,0,0,0,0,0.0786829
0.210737,0,0,0,0,0.0658459
0.211895,0,0,0,0,0.0658459
0.21421,0,0,0,0,0.0658459
0.210516,0,0,0,0,0.0429825
0.211471,0,0,0,0,0.0159205
0.217481,0,0,0,0,0.0102509
0.216666,0,0,0,0,0.0104758
0.213183,0,0,0,0,0.0291067
0.216337,0,0,0,0,0.0772506
0.219714,0,0,0,0,0.100949
0.218366,0,0,0,0,0.0856109
0.212945,0,0,0,0,0.074982
0.213624,0,0,0,0,0.0203246
0.217729,0,0,0,0,-0.0599233
0.218474,0,0,0,0,-0.0647813
0.219305,0,0,0,0,-0.0140671
0.215798,0,0,0,0,0.0690999
0.210955,0,0,0,0,0.152775
0.214565,0,0,0,0,0.189001
0.22,0,0,0,0,0.188759
0.22,0,0,0,0,0.16681
0.219907,0,0,0,0,0.140804
0.216433,0,0,0,0,0.118855
0.21063,0,0,0,0,0.0972006
0.208628,0,0,0,0,0.0888418
0.21154,0,0,0,0,0.132301
0.210888,0,0,0,0,0.1632
0.209882,0,0,0,0,0.120955
0.210116,0,0,0,0,0.0729445
0.208316,0,0,0,0,0.0403755
0.208318,0,0,0,0,0.0249926
0.211398,0,0,0,0,0.0496384
0.212811,0,0,0,0,0.0179356
0.211075,0,0,0,0,-0.0559199
0.215251,0,0,0,0,-0.0825901
0.217235,0,0,0,0,-0.0418749
0.211821,0,0,0,0,0.00489314
0.213451,0,0,0,0,-0.0393485
0.218865,0,0,0,0,-0.0773427
0.219592,0,0,0,0,-0.0583895
0.219678,0,0,0,0,-0.0394475
0.219783,0,0,0,0,-0.0232233
0.216643,0,0,0,0,-0.0113911
0.212555,0,0,0,0,-0.0182376
0.215316,0,0,0,0,-0.0274906
0.214094,0,0,0,0,-0.00317556
0.213223,0,0,0,0,-0.0286363
0.217935,0,0,0,0,-0.0742822
0.216509,0,0,0,0,-0.00336042
0.213116,0,0,0,0,0.118379
0.21601,0,0,0,0,0.181357
0.219907,0,0,0,0,0.167143
0.2198,0,0,0,0,0.123873
0.219368,0,0,0,0,0.0861653
0.212683,0,0,0,0,0.0893731
0.201996,0,0,0,0,0.111014
0.204599,0,0,0,0,0.136174
0.21557,0,0,0,0,0.126699
0.219654,0,0,0,0,0.0722348
0.218237,0,0,0,0,0.0424168
0.212463,0,0,0,0,0.0578241
0.212584,0,0,0,0,0.101515
0.218361,0,0,0,0,0.101223
0.217581,0,0,0,0,0.0949996
0.213012,0,0,0,0,0.0923199
0.211975,0,0,0,0,0.0422724
0.210858,0,0,0,0,0.0114085
0.211714,0,0,0,0,0.0116199
0.217203,0,0,0,0,0.0204552
0.216226,0,0,0,0,0.0483426
0.210632,0,0,0,0,0.0535447
0.208833,0,0,0,0,0.0461501
0.214169,0,0,0,0,0.0600451
0.219336,0,0,0,0,0.0334403
0.219792,0,0,0,0,0.0000105184
0.219793,0,0,0,0,-0.000000392077
0.216538,0,0,0,0,-0.00589338
0.210554,0,0,0,0,0.0106114
0.207514,0,0,0,0,0.0721921
0.207723,0,0,0,0,0.12075
0.204555,0,0,0,0,0.133348
0.206136,0,0,0,0,0.156672
0.2157,0,0,0,0,0.168509
0.219676,0,0,0,0,0.129283
0.219443,0,0,0,0,0.0516455
0.215436,0,0,0,0,0.03129
0.212161,0,0,0,0,0.0905363
0.216054,0,0,0,0,0.101497
0.219563,0,0,0,0,0.0716007
0.219779,0,0,0,0,0.0363989
0.219779,0,0,0,0,-0.00749816
0.214211,0,0,0,0,-0.0219485
0.208316,0,0,0,0,-0.0425517
0.212501,0,0,0,0,-0.0337085
0.212981,0,0,0,0,0.0255478
0.209524,0,0,0,0,0.00813809
0.214938,0,0,0,0,-0.0524638
0.218842,0,0,0,0,-0.0658459
0.213053,0,0,0,0,-0.0658459
0.208318,0,0,0,0,-0.0623244
0.208067,0,0,0,0,-0.0210825
0.207128,0,0,0,0,0.0175113
0.201589,0,0,0,0,0.0091924
0.197746,0,0,0,0,-0.00154725
0.207966,0,0,0,0,-0.0296201
0.217111,0,0,0,0,-0.0669716
0.212567,0,0,0,0,-0.105241
0.211781,0,0,0,0,-0.143162
0.217568,0,0,0,0,-0.165527
0.219259,0,0,0,0,-0.164223
0.215893,0,0,0,0,-0.108472
0.213623,0,0,0,0,-0.0547746
0.216635,0,0,0,0,-0.0154594
0.219312,0,0,0,0,0.0229624
0.216448,0,0,0,0,0.0226914
0.211591,0,0,0,0,0.0015595
0.211394,0,0,0,0,-0.0372457
0.214732,0,0,0,0,-0.0501456
0.218161,0,0,0,0,-0.011955
0.219793,0,0,0,0,-0.00000321266
0.21538,0,0,0,0,-0.00808824
0.209696,0,0,0,0,-0.0113905
0.212873,0,0,0,0,-0.0116162
0.218362,0,0,0,0,0.0191651
0.215859,0,0,0,0,0.0696641
0.210592,0,0,0,0,0.0720388
0.213956,0,0,0,0,-0.00132387
0.214332,0,0,0,0,-0.0562281
0.21479,0,0,0,0,-0.0415724
0.219878,0,0,0,0,-0.0187383
0.219327,0,0,0,0,0.00557443
0.213607,0,0,0,0,0.04241
0.210436,0,0,0,0,0.0115689
0.215773,0,0,0,0,-0.040961
0.213651,0,0,0,0,-0.00476403
0.207947,0,0,0,0,0.0642638
0.207719,0,0,0,0,0.0864049
0.212,0,0,0,0,0.110763
0.217985,0,0,0,0,0.121108
0.219788,0,0,0,0,0.0805125
0.21876,0,0,0,0,0.0315145
0.212973,0,0,0,0,0.0161297
0.2122,0,0,0,0,0.0620814
0.217986,0,0,0,0,0.099173
0.219368,0,0,0,0,0.0861645
0.212683,0,0,0,0,0.0893732
0.202843,0,0,0,0,0.109649
